ID,Name,LongName,photoUrl,playerUrl,Nationality,Age,↓OVA,POT,Club,Contract,Positions,Height,Weight,Preferred Foot,BOV,Best Position,Joined,Loan Date End,Value,Wage,Release Clause,Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defending,Marking,Standing Tackle,Sliding Tackle,Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,W/F,SM,A/W,D/W,IR,PAC,SHO,PAS,DRI,DEF,PHY,Hits
231856,Álvaro Tejero,Álvaro Tejero Sacristán,https://cdn.sofifa.com/players/231/856/21_60.png,http://sofifa.com/player/231856/alvaro-tejero-sacristan/210006/,Spain,23.0,74,81.0,"



Real Zaragoza","Jun 30, 2021 On Loan",RB,174cm,69kg,Right,75,RWB,"Jul 1, 2019","Jun 30, 2021",€8M,€18K,€0,295.0,76,54,55,72,38,346,73,66,68,67.0,72,400,78,77,84,72.0,89,356,74,77.0,87,53,65,323,62,69,70,63.0,59,69,205,66,70,69,46,13.0,7.0,10.0,9.0,7.0,1971,414,4 ★,3★,High,Medium,1 ★,77,60,70.0,75.0,67,65.0,22
227274,D. Barbona,David Barbona,https://cdn.sofifa.com/players/227/274/21_60.png,http://sofifa.com/player/227274/david-barbona/210006/,Argentina,25.0,74,76.0,"



Club Tijuana","Dec 31, 2020 On Loan","RM, LM",179cm,69kg,Right,75,RM,"Jul 3, 2019","Dec 31, 2020",€5.5M,€16K,€0,317.0,73,66,45,73,60,352,74,71,67,69.0,71,364,76,85,72,67.0,64,336,68,65.0,74,70,59,286,48,30,74,75.0,59,65,117,39,40,38,50,8.0,6.0,13.0,12.0,11.0,1822,394,4 ★,4★,High,Medium,1 ★,81,65,72.0,72.0,38,66.0,19
219087,S. Vegas,Sebastián Vegas,https://cdn.sofifa.com/players/219/087/21_60.png,http://sofifa.com/player/219087/sebastian-vegas/210006/,Chile,23.0,74,81.0,"



Monterrey","Jun 30, 2021 On Loan","CB, LB",180cm,75kg,Left,76,CB,"Jul 7, 2020","Jun 30, 2021",€8M,€10K,€0,283.0,59,48,72,70,34,282,67,54,28,66.0,67,332,67,75,69,66.0,55,372,69,88.0,76,82,57,310,76,72,54,57.0,51,69,221,74,73,74,45,7.0,10.0,10.0,9.0,9.0,1845,407,3 ★,2★,Medium,High,1 ★,71,54,62.0,67.0,73,80.0,34
234725,I. Doumbia,Idrissa Doumbia,https://cdn.sofifa.com/players/234/725/21_60.png,http://sofifa.com/player/234725/idrissa-doumbia/210006/,Ivory Coast,22.0,74,82.0,"



SD Huesca","Jun 30, 2021 On Loan","CDM, CM",187cm,80kg,Right,75,CDM,"Jan 15, 2019","Jun 30, 2021",€9M,€9K,€0,285.0,63,53,62,72,35,308,71,56,41,68.0,72,331,66,70,65,71.0,59,360,64,68.0,78,90,60,327,82,72,61,70.0,42,78,214,73,74,67,52,8.0,11.0,14.0,12.0,7.0,1877,416,3 ★,3★,Medium,High,1 ★,68,56,67.0,70.0,71,84.0,24
192075,Zanka,Mathias Jørgensen,https://cdn.sofifa.com/players/183/491/21_60.png,http://sofifa.com/player/183491/mathias-jorgensen/210006/,Denmark,30.0,74,74.0,"



FC København","Jun 30, 2021 On Loan",CB,191cm,85kg,Right,74,CB,"Aug 12, 2019","Jun 30, 2021",€3.5M,€45K,€0,262.0,47,34,75,66,40,226,46,30,26,62.0,62,318,63,66,60,70.0,59,318,64,73.0,68,83,30,296,84,74,46,65.0,27,71,220,73,77,70,61,16.0,9.0,9.0,14.0,13.0,1701,370,2 ★,2★,Medium,High,1 ★,65,40,58.0,54.0,74,79.0,18
230899,A. Lookman,Ademola Lookman,https://cdn.sofifa.com/players/230/899/21_60.png,http://sofifa.com/player/230899/ademola-lookman/210006/,England,22.0,74,83.0,"



Fulham","Jun 30, 2021 On Loan","RM, LM, ST",174cm,71kg,Right,76,RW,"Jul 25, 2019","Jun 30, 2021",€9.5M,€34K,€0,322.0,70,72,48,72,60,321,81,67,51,44.0,78,408,85,79,90,68.0,86,331,77,64.0,66,54,70,302,64,32,74,70.0,62,74,70,23,23,24,54,12.0,12.0,9.0,15.0,6.0,1808,388,4 ★,3★,High,Medium,1 ★,82,72,66.0,81.0,27,60.0,151
231410,Brahim,Brahim Díaz,https://cdn.sofifa.com/players/231/410/21_60.png,http://sofifa.com/player/231410/brahim-diaz/210006/,Spain,20.0,74,86.0,"



Milan","Jun 30, 2021 On Loan","LW, RW",171cm,68kg,Right,75,CAM,"Jan 6, 2019","Jun 30, 2021",€10M,€80K,€0,286.0,60,69,30,72,55,332,82,72,47,50.0,81,392,77,74,82,70.0,89,291,70,65.0,54,35,67,258,41,20,69,70.0,58,72,87,43,23,21,51,13.0,9.0,13.0,10.0,6.0,1697,360,5 ★,4★,High,Medium,1 ★,75,68,65.0,81.0,29,42.0,339
239641,Alfa Semedo,Alfa Semedo Esteves,https://cdn.sofifa.com/players/239/641/21_60.png,http://sofifa.com/player/239641/alfa-semedo-esteves/210006/,Guinea Bissau,22.0,73,80.0,"



Reading","Jun 30, 2021 On Loan","CDM, CM, CB",190cm,82kg,Right,74,CDM,"Jul 3, 2018","Jun 30, 2021",€6M,€9K,€0,293.0,49,49,72,68,55,311,68,55,44,71.0,73,305,65,68,53,73.0,46,374,79,62.0,79,86,68,320,80,67,64,62.0,47,69,211,72,73,66,55,14.0,14.0,7.0,11.0,9.0,1869,409,3 ★,3★,Medium,Medium,1 ★,67,60,62.0,67.0,71,82.0,33
229148,Dalbert,Dalbert Chagas Estevão,https://cdn.sofifa.com/players/229/148/21_60.png,http://sofifa.com/player/229148/dalbert-chagas-estevao/210006/,Brazil,26.0,73,73.0,"



Stade Rennais FC","Jun 30, 2021 On Loan","LM, LB",181cm,70kg,Left,74,LWB,"Aug 9, 2017","Jun 30, 2021",€3.3M,€60K,€0,310.0,76,50,60,72,52,333,76,68,47,68.0,74,388,90,89,80,62.0,67,330,72,57.0,78,63,60,316,78,68,68,60.0,42,70,214,68,74,72,43,7.0,11.0,7.0,9.0,9.0,1934,427,3 ★,3★,Medium,Medium,1 ★,89,57,68.0,75.0,69,69.0,43
233478,M. Zajc,Miha Zajc,https://cdn.sofifa.com/players/233/478/21_60.png,http://sofifa.com/player/233478/miha-zajc/210006/,Slovenia,26.0,73,76.0,"



Genoa","Jun 30, 2021 On Loan","CAM, CM",179cm,76kg,Right,75,CAM,"Feb 1, 2019","Jun 30, 2021",€4M,€45K,€0,342.0,69,68,60,76,69,364,72,72,72,74.0,74,357,68,71,74,70.0,74,326,74,65.0,59,58,70,308,52,40,75,74.0,67,74,163,55,55,53,49,14.0,6.0,13.0,11.0,5.0,1909,396,3 ★,4★,Medium,Medium,1 ★,70,70,74.0,73.0,52,57.0,14
205934,N. Murru,Nicola Murru,https://cdn.sofifa.com/players/205/934/21_60.png,http://sofifa.com/player/205934/nicola-murru/210006/,Italy,25.0,73,78.0,"



Torino","Jun 30, 2021 On Loan",LB,180cm,74kg,Left,73,LB,"Jul 1, 2017","Jun 30, 2021",€4.2M,€14K,€0,272.0,72,30,63,68,39,292,68,54,39,61.0,70,351,71,71,68,70.0,71,303,57,73.0,72,61,40,286,72,70,53,44.0,47,69,217,71,74,72,32,5.0,5.0,5.0,5.0,5.0,1746,379,3 ★,3★,Medium,Medium,1 ★,71,40,61.0,69.0,71,67.0,18
231949,S. Ghoddos,Saman Ghoddos,https://cdn.sofifa.com/players/231/949/21_60.png,http://sofifa.com/player/231949/saman-ghoddos/210006/,Iran,26.0,73,73.0,"



Brentford","Jun 30, 2021 On Loan","LW, LM, ST",177cm,79kg,Right,73,LW,"Aug 23, 2018","Jun 30, 2021",€3.3M,€7K,€0,342.0,66,71,64,73,68,351,72,65,81,60.0,73,396,79,78,81,73.0,85,358,78,65.0,69,72,74,305,63,38,73,69.0,62,73,124,47,39,38,49,10.0,11.0,6.0,13.0,9.0,1925,407,3 ★,4★,High,Low,1 ★,78,73,69.0,74.0,44,69.0,26
245278,Tomás Tavares,Tomás Franco Tavares,https://cdn.sofifa.com/players/245/278/21_60.png,http://sofifa.com/player/245278/tomas-franco-tavares/210006/,Portugal,19.0,73,85.0,"



Deportivo Alavés","Jun 30, 2021 On Loan",RB,187cm,77kg,Right,74,RWB,"Jul 1, 2018","Jun 30, 2021",€7M,€5K,€0,273.0,70,42,57,66,38,305,75,67,37,52.0,74,364,78,80,74,73.0,59,311,56,66.0,72,71,46,314,70,72,71,53.0,48,76,212,69,74,69,54,15.0,8.0,13.0,9.0,9.0,1833,402,2 ★,4★,High,Medium,1 ★,79,47,61.0,74.0,70,71.0,258
211263,L. Magallán,Lisandro Magallán,https://cdn.sofifa.com/players/211/263/21_60.png,http://sofifa.com/player/211263/lisandro-magallan/210006/,Argentina,26.0,73,75.0,"



Crotone","Jun 30, 2021 On Loan",CB,185cm,83kg,Right,75,CB,"Jan 1, 2019","Jun 30, 2021",€3.3M,€12K,€0,245.0,45,35,74,64,27,239,56,32,34,55.0,62,280,47,58,53,67.0,55,320,50,83.0,71,83,33,275,78,75,34,44.0,44,65,218,77,71,70,53,7.0,9.0,7.0,14.0,16.0,1630,354,3 ★,2★,Low,Medium,1 ★,53,38,52.0,58.0,74,79.0,24
228415,L. Godoy,Leonardo Godoy,https://cdn.sofifa.com/players/228/415/21_60.png,http://sofifa.com/player/228415/leonardo-godoy/210006/,Argentina,25.0,73,78.0,"



Estudiantes de La Plata","Dec 31, 2021 On Loan",RB,173cm,70kg,Right,73,RB,"Jul 9, 2016","Dec 31, 2021",€4.2M,€11K,€0,302.0,69,57,61,70,45,298,75,50,35,67.0,71,377,77,75,77,71.0,77,329,59,61.0,77,75,57,333,83,71,73,65.0,41,73,205,67,71,67,46,13.0,8.0,9.0,8.0,8.0,1890,417,3 ★,3★,High,Medium,1 ★,76,57,66.0,74.0,68,76.0,11
229155,T. Ouwejan,Thomas Ouwejan,https://cdn.sofifa.com/players/229/155/21_60.png,http://sofifa.com/player/229155/thomas-ouwejan/210006/,Netherlands,23.0,73,78.0,"



Udinese","Jun 30, 2021 On Loan","LB, CM",178cm,72kg,Left,74,CDM,"Jan 1, 2015","Jun 30, 2021",€4.3M,€8K,€0,299.0,67,46,63,75,48,339,72,59,65,70.0,73,355,69,73,70,71.0,72,339,64,66.0,79,70,60,314,70,73,62,69.0,40,73,204,68,69,67,51,7.0,12.0,13.0,7.0,12.0,1901,407,3 ★,3★,Medium,Medium,1 ★,71,53,70.0,72.0,69,72.0,21
210489,L. Schaub,Louis Schaub,https://cdn.sofifa.com/players/210/489/21_60.png,http://sofifa.com/player/210489/louis-schaub/210006/,Austria,25.0,73,77.0,"



FC Luzern","Jun 30, 2021 On Loan","CAM, RM",177cm,70kg,Left,75,CAM,"Jul 1, 2018","Jun 30, 2021",€4.2M,€21K,€0,319.0,67,67,52,75,58,353,81,66,59,68.0,79,341,64,51,84,64.0,78,336,64,69.0,73,65,65,300,60,35,67,74.0,64,68,113,41,33,39,61,15.0,7.0,14.0,11.0,14.0,1823,377,3 ★,3★,High,Medium,1 ★,57,65,71.0,80.0,38,66.0,19
218936,Rafa Soares,Luís Rafael Soares Alves,https://cdn.sofifa.com/players/218/936/21_60.png,http://sofifa.com/player/218936/luis-rafael-soares-alves/210006/,Portugal,25.0,73,78.0,"



SD Eibar","Jun 30, 2021 On Loan",LB,178cm,71kg,Left,74,LWB,"Jul 6, 2018","Jun 30, 2021",€4.2M,€8K,€0,317.0,74,53,59,71,60,350,72,72,70,65.0,71,364,75,73,71,74.0,71,345,79,64.0,72,60,70,319,68,69,70,67.0,45,65,212,68,71,73,60,11.0,13.0,16.0,14.0,6.0,1967,412,3 ★,3★,High,Medium,1 ★,74,62,70.0,72.0,69,65.0,9
192075,O. Akhmedov,Odil Akhmedov,https://cdn.sofifa.com/players/181/573/21_60.png,http://sofifa.com/player/181573/odil-akhmedov/210006/,Uzbekistan,32.0,73,73.0,"



Tianjin TEDA FC","Dec 31, 2020 On Loan","CM, CDM",180cm,75kg,Right,73,CM,"Jan 1, 2017","Dec 31, 2020",€2.4M,€12K,€0,331.0,68,69,61,74,59,334,69,58,65,71.0,71,356,71,65,70,75.0,75,361,72,71.0,76,70,72,349,68,71,70,76.0,64,72,218,75,72,71,65,11.0,12.0,16.0,12.0,14.0,2014,423,3 ★,3★,Medium,Medium,1 ★,68,70,72.0,70.0,72,71.0,9
230988,F. Krovinović,Filip Krovinović,https://cdn.sofifa.com/players/230/988/21_60.png,http://sofifa.com/player/230988/filip-krovinovic/210006/,Croatia,24.0,73,78.0,"



West Bromwich Albion","Jun 30, 2021 On Loan","CAM, CM",177cm,70kg,Right,75,CAM,"Jul 1, 2017","Jun 30, 2021",€4.6M,€10K,€0,322.0,65,62,54,77,64,363,73,76,61,75.0,78,353,65,68,75,70.0,75,323,77,54.0,62,60,70,340,68,68,69,73.0,62,80,168,61,57,50,47,13.0,7.0,11.0,5.0,11.0,1916,403,4 ★,4★,Medium,Medium,1 ★,67,67,73.0,75.0,59,62.0,25
213581,M. Nervo,Martín Nervo,https://cdn.sofifa.com/players/213/581/21_60.png,http://sofifa.com/player/213581/martin-nervo/210006/,Argentina,29.0,73,74.0,"



Club Atlas","Jun 30, 2021 On Loan","CB, RB",181cm,83kg,Right,74,CB,"Jul 6, 2018","Jun 30, 2021",€2.8M,€20K,€0,271.0,57,38,71,64,41,277,48,55,44,64.0,66,291,57,59,42,76.0,57,338,55,79.0,78,83,43,281,84,70,51,38.0,38,69,216,74,72,70,47,10.0,9.0,10.0,11.0,7.0,1721,366,2 ★,2★,Medium,High,1 ★,58,43,56.0,55.0,72,82.0,4
242000,K. Mavropanos,Konstantinos Mavropanos,https://cdn.sofifa.com/players/242/000/21_60.png,http://sofifa.com/player/242000/konstantinos-mavropanos/210006/,Greece,22.0,73,84.0,"



VfB Stuttgart","Jun 30, 2021 On Loan",CB,194cm,88kg,Right,75,CB,"Jan 4, 2018","Jun 30, 2021",€6.5M,€42K,€0,230.0,37,30,71,62,30,215,43,32,37,51.0,52,307,69,79,54,69.0,36,286,45,68.0,61,86,26,260,80,71,30,37.0,42,55,225,74,75,76,51,12.0,11.0,11.0,10.0,7.0,1574,356,2 ★,2★,Medium,High,1 ★,75,33,48.0,48.0,74,78.0,158
214622,J. Toljan,Jeremy Toljan,https://cdn.sofifa.com/players/214/622/21_60.png,http://sofifa.com/player/214622/jeremy-toljan/210006/,Germany,25.0,73,76.0,"



Sassuolo","Jun 30, 2021 On Loan","RB, LB",182cm,73kg,Right,74,RWB,"Aug 30, 2017","Jun 30, 2021",€3.7M,€33K,€0,274.0,75,39,49,70,41,273,68,39,32,63.0,71,383,87,86,73,67.0,70,304,49,80.0,72,65,38,273,62,68,56,48.0,39,58,206,63,72,71,56,10.0,13.0,10.0,11.0,12.0,1769,392,4 ★,3★,Medium,Medium,2 ★,86,42,62.0,69.0,66,67.0,55
205409,S. Sosa,Sebastián Sosa,https://cdn.sofifa.com/players/205/409/21_60.png,http://sofifa.com/player/205409/sebastian-sosa/210006/,Uruguay,33.0,73,73.0,"



Independiente","Dec 31, 2021 On Loan",GK,182cm,79kg,Right,73,GK,"Jul 1, 2020","Dec 31, 2021",€1M,€9K,€0,139.5,14,10,19,39,12,119,35,18,16,20.0,40,267,41,42,60,75.0,50,239,50,65.0,38,68,18,146,19,22,21,21.5,22,63,46,20,15,11,72,20.5,20.5,20.5,20.5,20.5,1169,397,3 ★,1★,Medium,Medium,1 ★,73,68,66.0,75.0,41,74.0,22
203393,E. Gnahoré,Eddy Gnahoré,https://cdn.sofifa.com/players/203/393/21_60.png,http://sofifa.com/player/203393/eddy-gnahore/210006/,France,26.0,73,75.0,"



Wuhan Zall","Dec 31, 2020 On Loan","CM, CDM",188cm,88kg,Right,75,CM,"Jul 1, 2019","Dec 31, 2020",€3.7M,€6K,€0,321.0,61,67,60,74,59,343,73,63,62,73.0,72,322,67,65,62,74.0,54,369,76,65.0,77,83,68,336,66,71,70,72.0,57,70,194,69,72,53,54,13.0,9.0,10.0,9.0,13.0,1939,420,3 ★,3★,Low,High,1 ★,66,68,70.0,71.0,68,77.0,11
213620,F. Mora,Felipe Mora,https://cdn.sofifa.com/players/213/620/21_60.png,http://sofifa.com/player/213620/felipe-mora/210006/,Chile,26.0,73,74.0,"



Portland Timbers","Dec 31, 2020 On Loan",ST,175cm,72kg,Right,74,ST,"Jul 14, 2018","Dec 31, 2020",€3.6M,€13K,€0,312.0,32,77,71,66,66,303,72,55,40,64.0,72,372,84,77,75,67.0,69,367,75,81.0,71,71,69,261,39,21,76,57.0,68,71,63,22,23,18,54,12.0,11.0,11.0,11.0,9.0,1732,373,3 ★,3★,Medium,Low,1 ★,80,74,55.0,72.0,27,65.0,15
231041,C. Ninga,Casimir Ninga,https://cdn.sofifa.com/players/231/041/21_60.png,http://sofifa.com/player/231041/casimir-ninga/210006/,Chad,27.0,73,73.0,"



Sivasspor","May 31, 2021 On Loan","LM, ST",186cm,81kg,Right,73,LM,"Aug 8, 2019","May 31, 2021",€3.2M,€19K,€0,341.0,69,70,63,68,71,317,72,65,53,58.0,69,373,89,91,66,70.0,57,392,79,79.0,86,76,72,297,69,24,70,64.0,70,67,69,21,25,23,50,6.0,11.0,9.0,15.0,9.0,1839,401,3 ★,3★,High,Medium,1 ★,90,72,65.0,70.0,27,77.0,6
212626,D. Selke,Davie Selke,https://cdn.sofifa.com/players/212/626/21_60.png,http://sofifa.com/player/212626/davie-selke/210006/,Germany,25.0,73,77.0,"



SV Werder Bremen","Jun 30, 2021 On Loan",ST,194cm,84kg,Right,75,ST,"Jul 1, 2017","Jun 30, 2021",€4.3M,€34K,€0,333.0,40,73,77,67,76,279,71,65,29,44.0,70,344,68,74,65,74.0,63,355,76,70.0,68,76,65,308,81,29,76,57.0,65,66,111,52,39,20,55,12.0,11.0,7.0,11.0,14.0,1785,385,3 ★,3★,High,Medium,1 ★,71,72,54.0,70.0,43,75.0,40
232639,R. Doan,Ritsu Doan,https://cdn.sofifa.com/players/232/639/21_60.png,http://sofifa.com/player/232639/ritsu-doan/210006/,Japan,22.0,73,81.0,"



DSC Arminia Bielefeld","Jun 30, 2021 On Loan","RM, CAM",172cm,70kg,Left,75,CAM,"Aug 30, 2019","Jun 30, 2021",€7M,€13K,€0,312.0,70,66,45,72,59,355,75,67,67,68.0,78,399,78,73,86,70.0,92,322,76,40.0,76,56,74,277,41,41,61,76.0,58,72,117,39,36,42,46,8.0,5.0,6.0,13.0,14.0,1828,389,3 ★,3★,Medium,Medium,1 ★,75,69,71.0,78.0,39,57.0,116
236527,S. Cáseres,Santiago Cáseres,https://cdn.sofifa.com/players/236/527/21_60.png,http://sofifa.com/player/236527/santiago-caseres/210006/,Argentina,23.0,73,81.0,"



Club América","Dec 31, 2020 On Loan","CDM, CM",177cm,75kg,Right,74,CDM,"Jul 17, 2018","Dec 31, 2020",€6.5M,€19K,€0,305.0,59,54,65,74,53,306,66,54,42,69.0,75,340,64,66,69,70.0,71,331,62,70.0,70,71,58,319,73,70,58,68.0,50,66,218,69,75,74,50,11.0,7.0,10.0,8.0,14.0,1869,398,3 ★,3★,Medium,High,1 ★,65,56,66.0,69.0,71,71.0,33
224656,O. Aina,Ola Aina,https://cdn.sofifa.com/players/224/656/21_60.png,http://sofifa.com/player/224656/ola-aina/210006/,Nigeria,23.0,73,79.0,"



Fulham","Jun 30, 2021 On Loan","LM, RM, RB",184cm,82kg,Right,75,LM,"Jul 1, 2019","Jun 30, 2021",€4.8M,€28K,€0,319.0,73,54,64,70,58,322,76,62,42,70.0,72,393,88,85,73,70.0,77,362,72,72.0,75,75,68,320,67,72,65,67.0,49,69,213,66,74,73,50,7.0,14.0,10.0,10.0,9.0,1979,432,3 ★,3★,Medium,Medium,1 ★,86,61,68.0,74.0,70,73.0,69
213446,R. López,Raúl López,https://cdn.sofifa.com/players/213/446/21_60.png,http://sofifa.com/player/213446/raul-lopez/210006/,Mexico,27.0,73,74.0,"



Deportivo Toluca","Jun 30, 2021 On Loan","RB, RWB",185cm,75kg,Right,73,RB,"Jun 14, 2016","Jun 30, 2021",€3.2M,€14K,€0,331.0,79,54,66,72,60,362,72,75,77,70.0,68,344,79,79,71,62.0,53,365,81,58.0,81,71,74,319,51,68,68,64.0,68,67,202,65,66,71,47,10.0,12.0,9.0,6.0,10.0,1970,421,3 ★,3★,High,Medium,1 ★,79,65,72.0,69.0,67,69.0,7
210372,R. Ghezzal,Rachid Ghezzal,https://cdn.sofifa.com/players/210/372/21_60.png,http://sofifa.com/player/210372/rachid-ghezzal/210006/,Algeria,28.0,73,73.0,"



Beşiktaş JK","May 31, 2021 On Loan","RW, RM",182cm,70kg,Left,73,RW,"Aug 5, 2018","May 31, 2021",€3.1M,€61K,€0,332.0,76,66,56,75,59,379,80,79,74,69.0,77,352,72,69,75,63.0,73,313,71,58.0,61,53,70,290,50,27,73,72.0,68,73,72,25,24,23,55,12.0,6.0,15.0,7.0,15.0,1793,372,3 ★,4★,Medium,Low,2 ★,70,68,74.0,77.0,28,55.0,36
230857,Nuno da Costa,Nuno Miguel da Costa Jóia,https://cdn.sofifa.com/players/230/857/21_60.png,http://sofifa.com/player/230857/nuno-miguel-da-costa-joia/210006/,Cape Verde,29.0,73,73.0,"



Royal Excel Mouscron","Jun 30, 2021 On Loan","ST, LM, RM",182cm,70kg,Right,74,CF,"Jan 29, 2020","Jun 30, 2021",€3M,€43K,€0,344.0,63,74,74,72,61,306,76,52,46,54.0,78,377,77,78,80,68.0,74,349,73,81.0,65,62,68,297,48,37,76,67.0,69,64,52,15,17,20,54,14.0,15.0,7.0,12.0,6.0,1779,378,3 ★,3★,Medium,Medium,1 ★,78,72,64.0,77.0,26,61.0,12
237539,L. Singh,Luther Singh,https://cdn.sofifa.com/players/237/539/21_60.png,http://sofifa.com/player/237539/luther-singh/210006/,South Africa,22.0,73,80.0,"



FC Paços de Ferreira","Jun 30, 2021 On Loan","RW, LW",171cm,63kg,Right,73,RW,"Jan 31, 2017","Jun 30, 2021",€6M,€12K,€0,311.0,65,69,54,64,59,334,76,71,67,48.0,72,428,89,85,89,72.0,93,283,73,46.0,66,34,64,257,32,23,72,62.0,68,73,84,22,31,31,39,10.0,6.0,7.0,9.0,7.0,1736,365,4 ★,3★,High,Medium,1 ★,87,68,62.0,77.0,29,42.0,13
224461,W. Montoya,Walter Montoya,https://cdn.sofifa.com/players/224/461/21_60.png,http://sofifa.com/player/224461/walter-montoya/210006/,Argentina,26.0,73,73.0,"



Racing Club","Dec 31, 2020 On Loan","RM, CM, RB",173cm,72kg,Right,73,RM,"Jan 1, 2018","Dec 31, 2020",€3.3M,€44K,€0,285.0,66,54,46,71,48,340,78,65,60,68.0,69,378,79,78,76,70.0,75,340,62,61.0,75,65,77,298,53,48,72,74.0,51,66,159,54,55,50,59,9.0,10.0,12.0,15.0,13.0,1859,400,3 ★,3★,Medium,Medium,1 ★,78,61,69.0,75.0,52,65.0,9
232693,C. Awaziem,Chidozie Awaziem,https://cdn.sofifa.com/players/232/693/21_60.png,http://sofifa.com/player/232693/chidozie-awaziem/210006/,Nigeria,23.0,73,80.0,"



Boavista FC","Jun 30, 2021 On Loan",CB,189cm,78kg,Right,75,CB,"Jan 1, 2016","Jun 30, 2021",€5.5M,€9K,€0,229.0,30,36,70,63,30,232,57,33,25,54.0,63,317,64,66,63,73.0,51,305,53,72.0,67,76,37,248,77,73,28,30.0,40,69,221,73,75,73,55,12.0,5.0,11.0,14.0,13.0,1607,356,3 ★,2★,Medium,High,1 ★,65,39,45.0,60.0,73,74.0,34
220165,J. Pohjanpalo,Joel Pohjanpalo,https://cdn.sofifa.com/players/220/165/21_60.png,http://sofifa.com/player/220165/joel-pohjanpalo/210006/,Finland,25.0,72,74.0,"



1. FC Union Berlin","Jun 30, 2021 On Loan",ST,184cm,85kg,Right,74,ST,"Jul 1, 2014","Jun 30, 2021",€3M,€38K,€0,338.0,54,75,74,63,72,291,67,65,45,45.0,69,326,64,54,68,74.0,66,355,77,69.0,64,76,69,266,62,18,75,52.0,59,68,63,24,21,18,51,9.0,13.0,7.0,16.0,6.0,1690,352,3 ★,3★,Medium,Medium,1 ★,59,73,56.0,68.0,26,70.0,24
228892,I. Rivero,Ignacio Rivero,https://cdn.sofifa.com/players/228/892/21_60.png,http://sofifa.com/player/228892/ignacio-rivero/210006/,Uruguay,28.0,72,72.0,"



Cruz Azul","Jun 30, 2021 On Loan","CM, RM, CDM",166cm,60kg,Right,72,CM,"Jul 16, 2018","Jun 30, 2021",€2.3M,€16K,€0,309.0,63,47,76,75,48,349,69,63,67,75.0,75,351,60,69,66,73.0,83,334,75,59.0,76,56,68,336,82,71,68,68.0,47,65,195,64,67,64,59,7.0,11.0,12.0,15.0,14.0,1933,398,3 ★,3★,Medium,Medium,1 ★,65,58,70.0,71.0,68,66.0,10
219652,Rober Ibáñez,Roberto Ibáñez Castro,https://cdn.sofifa.com/players/219/652/21_60.png,http://sofifa.com/player/219652/roberto-ibanez-castro/210006/,Spain,27.0,72,72.0,"



CD Leganés","Jun 30, 2021 On Loan","RM, LM",177cm,71kg,Right,72,RM,"Aug 12, 2019","Jun 30, 2021",€2.5M,€21K,€0,322.0,69,69,52,73,59,356,72,71,71,68.0,74,382,75,75,76,70.0,86,293,68,56.0,54,50,65,312,52,56,69,72.0,63,68,132,41,49,42,53,11.0,10.0,9.0,12.0,11.0,1850,387,4 ★,3★,Medium,Medium,1 ★,75,67,71.0,74.0,48,52.0,4
228717,Y. Mutō,Yoshinori Mutō,https://cdn.sofifa.com/players/228/717/21_60.png,http://sofifa.com/player/228717/yoshinori-muto/210006/,Japan,27.0,72,72.0,"



SD Eibar","Jun 30, 2021 On Loan",ST,178cm,72kg,Right,73,RW,"Aug 2, 2018","Jun 30, 2021",€2.5M,€29K,€0,355.0,68,73,71,70,73,316,77,65,46,54.0,74,375,78,76,74,70.0,77,331,72,76.0,63,55,65,295,50,39,74,70.0,62,75,106,43,33,30,59,7.0,15.0,15.0,8.0,14.0,1837,387,4 ★,3★,High,High,1 ★,77,71,66.0,75.0,41,57.0,17
192075,J. Durmaz,Jimmy Durmaz,https://cdn.sofifa.com/players/189/207/21_60.png,http://sofifa.com/player/189207/jimmy-durmaz/210006/,Sweden,31.0,72,72.0,"



Fatih Karagümrük S.K.","May 31, 2021 On Loan","CAM, LM, RM",180cm,69kg,Left,72,CAM,"Jul 2, 2019","May 31, 2021",€1.9M,€40K,€0,304.0,74,66,22,74,68,372,75,76,76,70.0,75,359,71,68,76,70.0,74,309,75,51.0,56,57,70,316,73,29,67,73.0,74,75,101,31,40,30,58,8.0,14.0,9.0,12.0,15.0,1819,378,4 ★,3★,Medium,Low,2 ★,69,69,73.0,75.0,32,60.0,13
221219,G. Conti,Germán Conti,https://cdn.sofifa.com/players/221/219/21_60.png,http://sofifa.com/player/221219/german-conti/210006/,Argentina,26.0,72,77.0,"



Club Atlas","Dec 31, 2020 On Loan",CB,193cm,80kg,Right,74,CB,"Jul 1, 2018","Dec 31, 2020",€3.1M,€9K,€0,244.0,32,37,76,67,32,229,42,40,31,63.0,53,272,59,64,45,70.0,34,293,50,68.0,64,81,30,276,76,70,32,51.0,47,72,215,72,72,71,63,14.0,8.0,12.0,16.0,13.0,1592,347,2 ★,2★,Low,Medium,1 ★,62,38,53.0,47.0,72,75.0,23
